StudentID,CGPA,Internships,Projects,Certifications,Aptitude_Score,Soft_Skills_Rating,Extracurricular_Activities,Placement_Training,Secondary_School_Marks,Higher_Secondary_Marks,Placement_Status,Total_Academic_Score
5299,8.1,1,3,0,80,4.7,Yes,Yes,79,84,Placed,161
5300,6.6,1,1,0,71,4.5,Yes,Yes,64,70,Placed,137
5301,6.5,1,3,0,86,4.3,Yes,Yes,76,87,NotPlaced,151
5302,7.7,1,2,2,79,4.8,Yes,Yes,82,82,NotPlaced,156
5303,8.2,2,1,0,82,4.6,Yes,Yes,74,82,Placed,164
5304,7.6,2,2,0,73,4.4,Yes,Yes,83,87,Placed,149
5305,7.6,1,2,0,89,4.5,Yes,Yes,71,82,NotPlaced,165
5306,8.2,2,3,2,90,4.8,Yes,Yes,77,85,Placed,172
5307,6.5,0,2,0,87,3.3,No,No,60,67,NotPlaced,152
5308,7.4,1,1,1,68,4.3,Yes,No,60,69,Placed,142
5309,7.7,2,3,0,81,4.8,Yes,Yes,81,83,NotPlaced,158
5310,8.0,1,1,0,83,4.7,No,No,55,66,NotPlaced,163
5311,7.5,2,1,0,74,4.6,No,No,55,63,NotPlaced,149
5312,7.7,1,2,0,90,4.8,No,Yes,64,69,Placed,167
5313,7.9,2,3,1,89,4.8,Yes,Yes,90,86,Placed,168
5314,8.4,2,3,2,83,4.5,Yes,Yes,74,86,Placed,167
5315,7.6,1,3,2,84,4.6,Yes,Yes,78,79,NotPlaced,160
5316,6.9,1,2,1,68,4.5,Yes,Yes,56,65,NotPlaced,137
5317,8.6,2,1,2,69,3.8,Yes,Yes,74,81,Placed,155
5318,7.9,1,3,2,66,4.1,No,No,55,58,NotPlaced,145
5319,7.1,1,2,0,80,3.5,No,No,55,66,NotPlaced,151
5320,8.2,2,2,2,88,4.2,Yes,Yes,80,86,NotPlaced,170
5321,7.9,1,2,0,90,4.8,No,Yes,75,85,NotPlaced,169
5322,6.6,1,2,0,73,4.3,Yes,No,58,66,NotPlaced,139
5323,7.6,1,1,0,77,4.2,Yes,Yes,68,86,NotPlaced,153
5324,8.7,1,3,3,89,4.8,Yes,Yes,74,83,NotPlaced,176
5325,8.1,2,3,2,90,4.8,Yes,Yes,75,88,Placed,171
5326,8.1,2,3,2,86,4.5,Yes,Yes,80,86,NotPlaced,167
5327,7.9,0,2,1,87,4.4,No,No,71,70,NotPlaced,166
5328,8.6,0,3,2,75,4.0,Yes,Yes,78,84,Placed,161
5329,6.8,1,1,1,60,3.6,No,Yes,55,68,NotPlaced,128
5330,8.3,1,1,1,77,3.6,No,Yes,55,67,NotPlaced,160
5331,8.6,2,3,2,90,4.7,Yes,Yes,84,87,Placed,176
5332,7.6,1,3,0,80,4.6,No,Yes,60,73,Placed,156
5333,8.4,2,3,2,90,4.8,Yes,Yes,76,86,Placed,174
5334,7.5,0,1,2,73,3.9,No,Yes,55,67,Placed,148
5335,8.6,2,3,3,78,4.7,Yes,Yes,75,83,Placed,164
5336,7.4,1,1,0,60,3.7,No,No,63,64,NotPlaced,134
5337,8.0,1,3,0,77,4.7,Yes,Yes,60,85,Placed,157
5338,8.0,2,3,2,90,4.8,Yes,Yes,77,87,Placed,170
5339,6.7,0,1,2,69,4.4,Yes,No,81,59,NotPlaced,136
5340,7.5,1,1,1,68,4.6,Yes,Yes,59,65,NotPlaced,143
5341,6.7,1,2,2,76,3.8,No,Yes,61,61,NotPlaced,143
5342,7.7,1,1,1,73,3.7,No,Yes,58,64,NotPlaced,150
5343,7.5,0,1,1,78,3.5,No,Yes,55,78,NotPlaced,153
5344,7.6,1,1,0,71,4.1,No,Yes,60,69,NotPlaced,147
5345,8.5,1,3,0,86,4.5,Yes,No,79,78,Placed,171
5346,6.5,1,1,0,79,4.0,No,No,55,70,NotPlaced,144
5347,7.4,1,1,0,80,4.8,No,Yes,64,73,NotPlaced,154
5348,7.4,0,2,0,75,3.5,No,Yes,55,71,NotPlaced,149
5349,8.5,1,3,1,84,4.3,Yes,Yes,55,66,NotPlaced,169
5350,7.7,1,1,0,71,3.5,No,Yes,59,64,NotPlaced,148
5351,8.0,1,3,2,87,4.6,Yes,No,83,82,Placed,167
5352,8.3,1,3,2,81,4.7,Yes,Yes,76,86,NotPlaced,164
5353,8.2,2,2,2,90,4.3,Yes,Yes,73,80,Placed,172
5354,7.4,1,2,1,71,4.7,No,Yes,74,63,NotPlaced,145
5355,6.9,1,3,2,65,4.0,No,Yes,79,60,NotPlaced,134
5356,8.4,1,1,0,78,4.8,Yes,No,71,81,NotPlaced,162
5357,8.3,2,2,2,89,4.0,Yes,Yes,78,85,Placed,172
5358,7.3,1,2,0,72,4.3,No,Yes,56,66,NotPlaced,145
5359,7.8,0,1,0,71,3.8,Yes,No,62,69,NotPlaced,149
5360,7.5,1,1,2,69,4.3,Yes,No,77,82,NotPlaced,144
5361,8.0,1,3,0,79,4.8,Yes,Yes,77,74,NotPlaced,159
5362,8.5,2,3,2,90,4.8,Yes,Yes,79,86,Placed,175
5363,8.3,1,2,1,81,4.6,Yes,Yes,68,66,Placed,164
5364,8.4,0,2,0,81,4.4,Yes,Yes,61,68,Placed,165
5365,8.4,2,3,2,84,4.2,Yes,Yes,81,84,Placed,168
5366,8.5,0,2,0,79,4.5,No,No,72,74,NotPlaced,164
5367,6.6,1,1,0,71,4.1,No,Yes,67,64,NotPlaced,137
5368,8.1,2,3,0,86,4.3,Yes,Yes,73,81,Placed,167
5369,6.8,1,1,0,66,3.5,No,No,56,72,NotPlaced,134
5370,7.6,2,2,0,84,4.3,No,No,64,65,NotPlaced,160
5371,8.7,0,3,1,71,4.5,Yes,Yes,73,76,Placed,158
5372,8.2,0,3,2,81,4.7,No,No,82,68,NotPlaced,163
5373,7.3,1,1,2,75,3.8,Yes,Yes,55,69,NotPlaced,148
5374,8.0,2,3,0,84,4.6,Yes,Yes,76,83,Placed,164
5375,7.6,1,3,1,77,4.6,Yes,Yes,57,69,Placed,153
5376,7.7,0,3,1,85,4.3,Yes,Yes,77,65,Placed,162
5377,7.5,1,1,0,76,4.0,No,No,68,65,NotPlaced,151
5378,7.3,1,1,0,76,4.4,No,Yes,62,70,NotPlaced,149
5379,6.7,1,1,1,76,4.6,No,No,65,69,NotPlaced,143
5380,6.7,1,2,2,78,4.4,Yes,Yes,72,64,NotPlaced,145
5381,8.4,1,3,2,90,4.8,Yes,Yes,83,84,Placed,174
5382,8.8,2,3,2,86,4.7,Yes,Yes,73,88,Placed,174
5383,6.5,1,1,1,85,3.9,No,No,79,63,NotPlaced,150
5384,7.7,2,3,0,77,4.6,Yes,Yes,70,69,NotPlaced,154
5385,8.5,2,2,0,85,4.5,Yes,Yes,71,78,Placed,170
5386,8.0,1,2,0,68,4.5,Yes,No,62,65,NotPlaced,148
5387,8.2,1,3,2,90,4.7,Yes,Yes,76,86,Placed,172
5388,8.1,0,3,2,88,4.8,Yes,Yes,75,81,Placed,169
5389,8.4,1,2,1,73,4.0,Yes,No,81,63,NotPlaced,157
5390,8.3,1,3,1,67,3.7,Yes,Yes,66,68,NotPlaced,150
5391,7.4,1,1,0,71,4.3,Yes,Yes,55,66,NotPlaced,145
5392,8.5,1,1,2,77,4.3,Yes,Yes,80,81,Placed,162
5393,7.8,1,2,1,74,4.2,No,Yes,66,70,NotPlaced,152
5394,8.2,1,3,0,84,4.5,Yes,Yes,70,74,Placed,166
5395,7.0,1,1,2,74,4.5,Yes,Yes,78,86,NotPlaced,144
5396,8.4,0,1,2,79,3.9,Yes,Yes,80,80,NotPlaced,163
5397,8.0,1,1,2,75,3.7,No,Yes,72,65,NotPlaced,155
5398,7.5,1,1,1,69,3.6,No,Yes,55,71,NotPlaced,144
5399,8.2,2,3,2,90,4.6,Yes,Yes,83,83,Placed,172
5400,7.7,0,1,0,71,3.5,No,No,56,65,NotPlaced,148
5401,8.6,0,2,2,81,4.4,Yes,Yes,82,83,Placed,167
5402,8.2,1,3,0,89,4.8,Yes,Yes,80,88,NotPlaced,171
5403,8.6,2,3,2,87,4.8,Yes,Yes,81,88,Placed,173
5404,7.5,2,2,0,72,4.5,Yes,Yes,72,70,NotPlaced,147
5405,7.2,1,1,1,79,4.3,No,No,55,75,NotPlaced,151
5406,8.4,0,0,2,90,4.8,Yes,Yes,81,84,Placed,174
5407,8.3,2,3,2,88,4.8,Yes,Yes,68,82,Placed,171
5408,6.8,0,1,0,71,3.3,No,No,57,59,Placed,139
5409,7.9,1,3,0,84,4.7,Yes,Yes,70,85,Placed,163
5410,8.1,1,3,2,90,4.7,Yes,Yes,85,83,Placed,171
5411,6.5,0,1,1,64,4.1,No,No,63,69,NotPlaced,129
5412,7.7,1,3,0,78,4.4,Yes,No,55,62,NotPlaced,155
5413,8.4,1,2,0,85,4.4,Yes,Yes,79,86,Placed,169
5414,8.1,1,3,0,88,4.0,Yes,Yes,76,66,Placed,169
5415,7.4,1,1,1,71,4.3,No,Yes,55,73,NotPlaced,145
5416,7.4,1,2,0,80,4.6,No,Yes,76,71,Placed,154
5417,8.6,2,3,2,90,4.8,Yes,Yes,81,81,Placed,176
5418,7.6,1,1,0,79,4.8,No,Yes,69,71,NotPlaced,155
5419,7.3,1,1,0,75,4.4,No,No,55,67,NotPlaced,148
5420,7.5,0,2,0,79,3.7,No,No,78,85,Placed,154
5421,7.7,0,3,1,84,4.2,Yes,No,67,85,NotPlaced,161
5422,7.6,1,1,1,74,4.6,Yes,Yes,72,84,NotPlaced,150
5423,8.3,0,3,0,88,4.7,Yes,Yes,73,74,Placed,171
5424,6.6,1,2,0,70,4.1,Yes,Yes,55,62,NotPlaced,136
5425,7.6,1,3,2,89,4.8,Yes,Yes,83,72,Placed,165
5426,7.8,2,3,2,86,4.8,No,Yes,85,84,Placed,164
5427,7.7,1,3,2,90,4.4,Yes,Yes,69,86,Placed,167
5428,7.9,1,3,1,76,3.8,Yes,No,68,65,NotPlaced,155
5429,7.6,1,2,1,65,4.2,No,Yes,62,62,NotPlaced,141
5430,7.6,1,2,0,86,4.8,No,Yes,68,65,Placed,162
5431,8.1,0,3,1,80,4.6,Yes,Yes,80,81,Placed,161
5432,7.6,1,2,1,79,4.8,Yes,Yes,77,85,NotPlaced,155
5433,7.7,1,2,1,61,4.0,No,No,55,66,NotPlaced,138
5434,8.0,2,3,0,89,4.5,Yes,Yes,76,84,Placed,169
5435,7.7,1,2,0,78,3.8,No,Yes,61,70,NotPlaced,155
5436,7.6,0,1,1,61,3.4,No,Yes,55,72,NotPlaced,137
5437,7.7,1,1,2,72,3.7,Yes,Yes,75,73,NotPlaced,149
5438,8.1,2,3,2,90,4.7,Yes,Yes,75,86,Placed,171
5439,7.9,1,1,0,71,4.4,No,Yes,79,71,NotPlaced,150
5440,6.5,1,2,1,64,3.7,No,Yes,55,69,NotPlaced,129
5441,8.1,2,3,2,90,4.8,Yes,Yes,82,81,Placed,171
5442,6.6,2,2,0,73,4.1,No,No,59,68,NotPlaced,139
5443,8.1,2,3,2,88,4.5,Yes,Yes,79,87,NotPlaced,169
5444,7.4,1,2,0,69,3.8,No,No,55,64,NotPlaced,143
5445,6.5,1,1,0,71,4.2,Yes,Yes,55,75,NotPlaced,136
5446,7.9,1,3,1,77,4.1,Yes,Yes,78,69,NotPlaced,156
5447,8.1,1,3,0,78,4.0,Yes,Yes,66,82,NotPlaced,159
5448,8.4,2,3,2,89,4.6,Yes,Yes,87,84,Placed,173
5449,7.8,1,1,0,77,4.0,Yes,Yes,83,66,Placed,155
5450,8.4,0,3,2,81,4.8,Yes,No,77,84,Placed,165
5451,8.7,1,2,0,80,4.5,Yes,Yes,55,64,Placed,167
5452,7.4,1,3,1,81,4.4,No,Yes,70,67,NotPlaced,155
5453,7.5,1,2,1,81,4.2,No,Yes,61,68,NotPlaced,156
5454,8.2,2,3,0,88,4.0,Yes,Yes,75,75,Placed,170
5455,8.4,2,3,2,87,4.8,Yes,No,87,87,Placed,171
5456,8.7,2,3,2,83,4.0,Yes,Yes,77,83,Placed,170
5457,7.7,1,2,0,88,4.1,Yes,Yes,55,64,NotPlaced,165
5458,7.6,1,2,0,81,4.7,Yes,Yes,74,85,NotPlaced,157
5459,8.5,2,3,2,90,4.8,No,Yes,90,83,Placed,175
5460,7.9,2,2,2,90,4.8,Yes,No,83,82,Placed,169
5461,6.6,1,1,1,80,3.9,Yes,Yes,84,81,NotPlaced,146
5462,7.8,2,3,2,85,4.6,Yes,Yes,74,87,NotPlaced,163
5463,8.1,2,3,0,77,4.8,Yes,Yes,80,71,Placed,158
5464,7.2,1,2,1,74,3.7,No,No,55,72,NotPlaced,146
5465,6.5,1,3,3,84,4.5,No,Yes,76,72,NotPlaced,149
5466,8.2,2,2,1,74,4.2,No,Yes,76,69,Placed,156
5467,8.0,1,3,2,90,4.8,Yes,Yes,80,84,Placed,170
5468,7.7,1,3,0,85,4.8,Yes,No,68,87,Placed,162
5469,8.2,1,3,0,87,3.7,Yes,Yes,74,88,Placed,169
5470,8.5,2,3,2,90,4.8,Yes,Yes,85,87,Placed,175
5471,7.4,1,1,0,62,4.1,No,No,75,66,NotPlaced,136
5472,6.8,1,2,1,71,4.7,Yes,Yes,55,58,NotPlaced,139
5473,8.1,1,3,2,90,4.8,Yes,Yes,83,88,Placed,171
5474,7.4,1,2,0,82,4.3,No,Yes,60,66,NotPlaced,156
5475,7.5,1,3,0,90,4.3,Yes,Yes,78,83,Placed,165
5476,6.5,1,1,0,77,4.2,No,Yes,55,74,NotPlaced,142
5477,6.6,1,1,2,76,4.0,Yes,Yes,71,85,NotPlaced,142
5478,7.8,1,1,1,65,3.7,No,No,55,64,NotPlaced,143
5479,7.9,1,3,2,82,4.4,Yes,Yes,70,86,NotPlaced,161
5480,6.8,1,1,1,80,4.3,Yes,Yes,55,66,Placed,148
5481,7.6,1,2,2,75,4.6,No,No,61,64,NotPlaced,151
5482,8.7,2,3,2,85,4.4,Yes,Yes,81,84,Placed,172
5483,8.6,1,3,2,90,4.8,Yes,Yes,70,88,Placed,176
5484,7.6,0,1,1,73,3.3,No,No,56,62,NotPlaced,149
5485,7.9,0,3,2,88,4.6,Yes,Yes,70,80,NotPlaced,167
5486,8.2,1,1,1,76,4.1,No,No,58,80,NotPlaced,158
5487,7.2,1,1,1,68,3.4,No,No,55,63,NotPlaced,140
5488,8.3,2,3,2,68,3.9,Yes,No,77,84,Placed,151
5489,7.6,1,2,2,82,4.8,Yes,Yes,64,80,NotPlaced,158
5490,8.6,2,3,2,90,4.8,Yes,Yes,84,79,Placed,176
5491,8.1,0,1,0,83,4.3,Yes,Yes,68,71,Placed,164
5492,7.6,1,1,0,63,4.3,Yes,No,59,60,NotPlaced,139
5493,8.4,1,1,0,78,4.3,Yes,Yes,55,69,Placed,162
5494,7.8,2,3,2,85,4.7,Yes,Yes,87,85,Placed,163
5495,8.6,2,3,2,90,4.8,Yes,Yes,71,88,Placed,176
5496,7.6,1,2,0,79,4.2,No,No,55,84,NotPlaced,155
5497,8.4,2,3,2,85,4.7,Yes,Yes,87,85,NotPlaced,169
5498,7.4,0,2,0,73,3.7,No,Yes,55,71,NotPlaced,147
5499,7.4,2,2,0,68,3.8,No,Yes,55,66,NotPlaced,142
5500,7.1,2,1,3,71,4.8,Yes,No,72,71,NotPlaced,142
5501,8.1,1,1,0,69,4.8,No,No,63,70,NotPlaced,150
5502,7.8,1,3,0,89,4.0,No,Yes,72,84,Placed,167
5503,6.6,1,1,0,81,4.4,Yes,Yes,74,75,NotPlaced,147
5504,6.7,1,2,0,89,4.7,No,Yes,55,82,NotPlaced,156
5505,8.5,2,3,0,85,4.7,Yes,Yes,73,85,NotPlaced,170
5506,6.5,0,3,1,75,4.3,No,No,69,62,Placed,140
5507,8.2,1,2,1,71,3.7,No,Yes,78,72,NotPlaced,153
5508,7.0,1,2,0,67,3.5,No,Yes,55,63,NotPlaced,137
5509,7.4,0,1,0,72,3.7,Yes,No,68,74,NotPlaced,146
5510,7.8,1,2,2,90,4.3,Yes,Yes,75,64,NotPlaced,168
5511,6.7,1,1,0,75,3.1,Yes,Yes,55,67,NotPlaced,142
5512,7.6,1,3,0,87,4.4,Yes,Yes,80,88,NotPlaced,163
5513,8.7,0,2,2,84,4.5,Yes,Yes,83,84,NotPlaced,171
5514,8.3,2,3,0,82,3.5,Yes,No,82,80,NotPlaced,165
5515,7.2,1,2,1,77,4.1,No,Yes,55,64,NotPlaced,149
5516,7.7,1,3,0,76,4.5,Yes,No,69,64,Placed,153
5517,6.5,1,1,1,62,4.0,No,No,55,60,NotPlaced,127
5518,7.4,1,2,0,69,3.6,No,No,69,68,NotPlaced,143
5519,8.0,0,3,1,90,4.8,Yes,Yes,74,88,NotPlaced,170
5520,8.5,2,2,2,81,4.8,Yes,Yes,79,88,Placed,166
5521,7.6,1,3,2,88,4.5,Yes,Yes,75,84,Placed,164
5522,8.2,0,1,0,88,4.0,No,No,76,60,NotPlaced,170
5523,7.2,1,1,0,66,3.9,Yes,No,61,67,NotPlaced,138
5524,7.9,2,1,0,81,3.7,Yes,Yes,79,66,Placed,160
5525,7.6,1,3,1,73,4.3,Yes,Yes,77,72,NotPlaced,149
5526,7.5,1,3,0,78,3.6,No,Yes,72,84,NotPlaced,153
5527,8.4,1,3,0,82,4.3,Yes,Yes,74,68,Placed,166
5528,7.7,1,1,0,78,4.4,No,Yes,82,81,NotPlaced,155
5529,6.5,0,2,2,88,4.6,No,Yes,71,72,NotPlaced,153
5530,6.8,1,2,0,78,4.3,Yes,Yes,75,71,Placed,146
5531,8.0,1,3,2,79,4.6,Yes,Yes,68,87,Placed,159
5532,6.6,0,3,0,87,4.6,Yes,Yes,77,77,Placed,153
5533,7.5,1,2,1,72,4.5,Yes,Yes,78,81,NotPlaced,147
5534,8.2,2,2,2,80,4.5,Yes,Yes,80,85,Placed,162
5535,7.5,1,2,1,72,4.4,No,Yes,58,68,NotPlaced,147
5536,8.2,2,3,2,90,4.8,Yes,Yes,83,87,Placed,172
5537,6.6,2,2,1,61,3.5,No,Yes,55,69,NotPlaced,127
5538,7.4,1,2,1,68,4.2,No,Yes,57,64,NotPlaced,142
5539,8.3,2,3,0,80,4.2,No,No,87,68,NotPlaced,163
5540,8.1,2,3,2,89,4.8,Yes,Yes,87,87,Placed,170
5541,8.2,2,3,2,88,4.8,Yes,Yes,67,86,NotPlaced,170
5542,6.5,1,1,0,79,4.0,Yes,Yes,79,74,NotPlaced,144
5543,8.7,1,2,0,74,4.8,No,No,74,83,NotPlaced,161
5544,8.6,2,3,1,85,4.3,Yes,Yes,79,80,Placed,171
5545,7.2,2,3,2,84,4.0,No,No,77,81,Placed,156
5546,8.2,1,3,2,90,4.8,Yes,Yes,85,88,Placed,172
5547,7.6,0,1,2,79,4.8,Yes,Yes,56,85,Placed,155
5548,7.7,2,2,2,85,4.3,Yes,Yes,82,84,Placed,162
5549,8.6,1,1,0,65,3.7,Yes,No,69,62,NotPlaced,151
5550,7.9,2,3,2,85,4.7,Yes,Yes,90,84,Placed,164
5551,7.5,1,1,0,65,3.9,No,Yes,58,69,NotPlaced,140
5552,8.0,2,2,2,89,4.2,Yes,Yes,82,84,Placed,169
5553,7.6,1,1,0,77,4.5,Yes,Yes,70,71,NotPlaced,153
5554,8.3,0,2,0,78,4.5,No,Yes,78,66,Placed,161
5555,8.4,2,3,2,90,4.8,Yes,Yes,75,88,Placed,174
5556,6.5,0,1,2,76,4.1,Yes,Yes,79,65,NotPlaced,141
5557,8.1,1,1,3,75,4.0,No,No,55,66,NotPlaced,156
5558,8.4,2,3,2,90,4.8,Yes,Yes,84,79,Placed,174
5559,7.8,0,2,1,79,4.7,No,Yes,56,72,NotPlaced,157
5560,8.5,1,3,2,90,4.8,Yes,Yes,75,86,NotPlaced,175
5561,6.5,1,1,1,83,4.4,No,No,55,74,NotPlaced,148
5562,7.8,1,1,1,77,4.5,No,No,56,68,NotPlaced,155
5563,6.7,1,2,1,82,4.3,Yes,Yes,77,80,Placed,149
5564,6.5,0,2,0,77,4.4,No,Yes,68,84,NotPlaced,142
5565,8.0,2,1,2,88,3.8,Yes,No,82,82,NotPlaced,168
5566,7.5,1,1,0,75,4.1,Yes,Yes,61,70,NotPlaced,150
5567,6.5,2,1,0,60,4.5,No,No,67,72,NotPlaced,125
5568,7.5,1,3,0,83,4.1,Yes,Yes,78,81,Placed,158
5569,6.5,2,1,1,82,4.8,No,Yes,75,71,NotPlaced,147
5570,8.5,2,3,2,84,4.6,Yes,Yes,85,82,Placed,169
5571,6.8,0,1,0,75,4.7,No,Yes,57,62,NotPlaced,143
5572,8.5,2,3,0,89,4.2,Yes,Yes,78,87,Placed,174
5573,7.7,1,2,2,61,3.8,Yes,Yes,72,61,NotPlaced,138
5574,7.2,1,1,0,72,4.1,No,Yes,55,73,NotPlaced,144
5575,6.5,0,1,0,66,3.5,No,No,55,67,NotPlaced,131
5576,7.6,1,2,1,79,4.5,No,Yes,55,68,NotPlaced,155
5577,7.5,1,1,0,68,3.6,No,Yes,69,62,NotPlaced,143
5578,7.0,1,1,1,74,4.4,No,Yes,64,61,NotPlaced,144
5579,8.4,2,3,0,85,4.6,Yes,Yes,81,72,NotPlaced,169
5580,8.4,1,2,2,79,4.8,Yes,Yes,61,81,NotPlaced,163
5581,7.7,0,3,2,86,4.7,Yes,Yes,78,84,Placed,163
5582,8.3,1,1,0,75,4.2,Yes,Yes,86,86,Placed,158
5583,8.8,1,2,2,77,4.3,Yes,Yes,74,79,Placed,165
5584,6.5,1,3,0,90,4.6,Yes,Yes,84,80,Placed,155
5585,7.6,2,1,0,73,4.0,No,Yes,82,75,Placed,149
5586,6.5,1,1,0,72,4.5,No,No,55,66,NotPlaced,137
5587,7.5,0,1,0,76,4.4,No,No,63,70,NotPlaced,151
5588,7.6,1,1,1,72,4.6,Yes,Yes,56,66,Placed,148
5589,8.2,1,2,0,78,3.8,No,Yes,55,80,NotPlaced,160
5590,6.6,1,2,0,78,4.7,No,Yes,55,65,NotPlaced,144
5591,7.5,1,1,0,69,3.8,No,Yes,62,60,NotPlaced,144
5592,8.1,0,3,1,86,4.7,Yes,Yes,63,79,Placed,167
5593,8.2,1,3,2,90,4.8,Yes,Yes,85,77,Placed,172
5594,8.7,2,3,2,90,4.7,Yes,Yes,70,87,Placed,177
5595,8.0,1,3,2,77,4.5,Yes,No,78,77,NotPlaced,157
5596,7.5,1,2,1,75,3.7,No,Yes,56,68,NotPlaced,150
5597,6.6,1,1,0,70,4.5,No,No,59,68,NotPlaced,136
5598,8.2,1,2,2,88,4.4,Yes,Yes,81,85,Placed,170
5599,8.5,2,3,2,89,4.8,Yes,Yes,81,78,Placed,174
5600,8.6,1,3,2,76,4.0,No,No,71,88,NotPlaced,162
5601,8.4,1,3,2,72,4.6,Yes,No,70,70,Placed,156
5602,7.6,1,3,1,73,4.1,No,Yes,80,70,NotPlaced,149
5603,8.4,1,3,2,90,4.8,Yes,Yes,69,87,Placed,174
5604,8.3,2,3,2,88,4.8,Yes,Yes,87,88,Placed,171
5605,8.4,2,3,2,88,4.5,Yes,Yes,90,79,Placed,172
5606,8.7,2,3,2,83,4.8,Yes,Yes,79,86,Placed,170
5607,7.6,1,2,0,76,4.0,No,No,62,61,NotPlaced,152
5608,8.4,1,3,0,89,4.8,Yes,Yes,79,84,Placed,173
5609,8.3,2,3,2,90,4.8,Yes,Yes,80,86,Placed,173
5610,6.5,1,1,0,85,4.6,No,Yes,59,65,NotPlaced,150
5611,6.9,0,2,1,71,3.2,No,No,55,65,NotPlaced,140
5612,8.1,1,2,1,73,4.2,No,Yes,83,87,NotPlaced,154
5613,7.7,1,2,0,80,4.6,No,Yes,57,68,NotPlaced,157
5614,7.2,0,1,0,75,3.5,No,No,55,74,NotPlaced,147
5615,8.3,1,1,2,74,4.1,Yes,Yes,55,66,NotPlaced,157
5616,8.3,2,3,0,86,4.7,Yes,Yes,76,84,Placed,169
5617,8.2,2,3,3,88,4.8,Yes,Yes,74,86,Placed,170
5618,8.4,1,2,0,79,4.3,Yes,Yes,70,74,Placed,163
5619,7.4,1,2,1,78,4.6,No,Yes,67,68,NotPlaced,152
5620,7.9,1,2,2,84,4.6,No,Yes,67,64,NotPlaced,163
5621,7.7,2,3,2,90,4.8,Yes,Yes,88,85,Placed,167
5622,7.7,1,2,2,78,3.8,Yes,No,63,67,NotPlaced,155
5623,8.7,0,2,1,80,4.8,Yes,Yes,82,79,Placed,167
5624,6.8,0,2,1,65,4.8,No,Yes,55,71,NotPlaced,133
5625,7.8,2,3,2,82,4.6,No,Yes,86,81,Placed,160
5626,7.8,2,3,2,90,4.8,Yes,Yes,85,85,Placed,168
5627,7.7,1,1,0,72,4.4,No,No,72,69,NotPlaced,149
5628,8.2,2,2,2,70,4.2,Yes,No,56,71,NotPlaced,152
5629,8.9,0,3,3,87,4.8,Yes,Yes,73,88,Placed,176
5630,7.5,1,2,1,76,3.8,No,Yes,55,75,NotPlaced,151
5631,8.3,1,3,2,82,4.8,Yes,Yes,81,83,Placed,165
5632,8.0,1,3,2,90,4.4,Yes,Yes,72,82,Placed,170
5633,6.6,0,1,1,69,4.2,No,No,55,68,NotPlaced,135
5634,8.2,2,3,2,86,4.4,Yes,Yes,79,85,Placed,168
5635,7.6,0,1,2,75,4.5,No,No,80,66,NotPlaced,151
5636,6.6,0,2,0,64,3.3,No,Yes,57,65,NotPlaced,130
5637,7.4,1,1,0,77,4.0,No,No,71,67,NotPlaced,151
5638,6.6,2,3,0,73,4.5,Yes,Yes,75,72,NotPlaced,139
5639,7.5,1,3,2,90,4.8,Yes,Yes,71,84,Placed,165
5640,7.3,1,1,1,83,3.8,No,Yes,56,68,NotPlaced,156
5641,6.6,0,2,1,63,4.1,No,No,57,62,NotPlaced,129
5642,7.7,0,1,0,82,4.1,No,No,58,71,NotPlaced,159
5643,7.7,0,1,1,87,3.9,Yes,No,75,82,NotPlaced,164
5644,7.6,2,2,1,88,4.8,Yes,Yes,83,86,NotPlaced,164
5645,6.5,1,1,0,77,3.6,Yes,Yes,60,74,NotPlaced,142
5646,6.5,1,2,1,89,4.0,No,Yes,55,67,NotPlaced,154
5647,8.3,1,3,1,73,4.7,Yes,No,71,65,NotPlaced,156
5648,8.5,1,3,1,84,3.9,Yes,Yes,72,82,Placed,169
5649,7.4,1,1,0,77,3.6,No,Yes,73,78,NotPlaced,151
5650,6.6,1,3,2,89,4.5,Yes,Yes,71,88,Placed,155
5651,7.6,1,1,1,71,4.2,Yes,Yes,63,63,NotPlaced,147
5652,6.7,0,1,0,74,4.1,Yes,Yes,60,64,NotPlaced,141
5653,7.6,0,1,2,75,4.2,Yes,No,77,83,NotPlaced,151
5654,7.5,1,1,0,66,3.7,No,No,60,68,NotPlaced,141
5655,6.5,1,1,0,74,4.2,No,Yes,55,78,NotPlaced,139
5656,8.1,1,2,0,74,4.7,Yes,Yes,61,69,NotPlaced,155
5657,7.5,1,3,0,77,4.0,Yes,Yes,55,65,NotPlaced,152
5658,7.3,1,1,0,78,3.1,No,No,63,62,NotPlaced,151
5659,8.0,1,3,2,89,4.3,Yes,Yes,84,88,Placed,169
5660,8.3,1,1,0,81,4.5,Yes,No,80,68,Placed,164
5661,6.5,1,1,1,85,4.8,No,Yes,55,61,NotPlaced,150
5662,7.9,1,3,2,90,4.8,Yes,No,84,88,Placed,169
5663,8.8,2,3,3,90,4.8,Yes,Yes,73,87,Placed,178
5664,6.5,1,1,1,81,4.7,No,Yes,62,63,NotPlaced,146
5665,7.5,0,1,0,88,4.7,No,No,61,60,NotPlaced,163
5666,8.3,2,2,0,89,4.8,Yes,Yes,79,82,NotPlaced,172
5667,7.4,1,1,1,60,4.3,Yes,Yes,80,75,NotPlaced,134
5668,6.5,1,3,1,79,4.2,Yes,Yes,56,65,NotPlaced,144
